,Date,Year,Month,Week_ofday,League_ID,League,team1,team2,spi_1,spi_2,prob_1,prob_2,prob_0,importance1,importance2,DEF_spi_x,OFF_spi_x,DETAIL_spi_x,OVRL_spi_x,Avg_Age_x,Total_marketcap_x,Value_per_year_x,DEF_spi_y,OFF_spi_y,DETAIL_spi_y,OVRL_spi_y,Avg_Age_y,Total_marketcap_y,Value_per_year_y,point_team1,point_team2,rolling5_team1,rolling5_team2,scor_diff
1331,2021-11-28,2021,11,6,1843,Ligue 1,Montpellier,Lyon,55.5,69.24,0.2672,0.507,0.2258,14.7,56.4,0.41395887637193396,0.2410547119713796,0.3745786659704825,0.418430056694928,25.5,108000000.0,0.7916666666666666,0.7218876018321952,0.5213702847706947,0.40973044154351584,0.4606521548034665,25.4,250000000.0,0.43119266055045874,0.0,4.0,10.0,8.0,-1
1332,2021-11-28,2021,11,6,1843,Ligue 1,Monaco,Strasbourg,70.93,63.01,0.5349,0.2131,0.252,50.6,32.1,0.5188319067348868,0.5351553889045203,0.43196119286975987,0.5161931170336572,24.2,345000000.0,0.052572706935123024,0.48448863893624244,0.27018866990087714,0.26815895499099474,0.34444300806787326,26.9,99000000.0,0.5350877192982456,1.0,1.5,5.0,7.0,0
1333,2021-11-28,2021,11,6,1869,LaLiga,Real Madrid,Sevilla,85.53,78.83,0.5816,0.1929,0.2255,100.0,65.5,0.4126794789184426,0.5552542809905007,0.5151130786762878,0.6431027925836549,28.1,839000000.0,0.10501567398119123,0.2742198221211519,0.19455644281547058,0.34092326976314735,0.19606394758873502,28.8,225000000.0,0.1325051759834369,3.0,0.0,11.0,12.5,1
1334,2021-11-28,2021,11,6,1869,LaLiga,Cadiz,Atletico Madrid,54.11,82.41,0.1547,0.6221,0.2231,47.2,56.5,0.13595753368580502,0.08119022898410443,0.18581483692860962,0.20327120468311666,25.55,50000000.0,0.32,0.45765399072208024,0.43780253309457223,0.380322167462007,0.3685654914324563,28.5,520000000.0,-0.0038022813688212884,0.0,4.0,3.0,17.5,-3
1335,2021-11-27,2021,11,5,1843,Ligue 1,Lille,Nantes,70.78,59.66,0.5662,0.1809,0.2529,37.6,18.7,0.48642745331300136,0.5398173256884854,0.5247995105951886,0.4988342075908221,25.5,191000000.0,0.34397163120567376,0.5891191416005727,0.260967945399655,0.30476503509464287,0.3638943504884731,26.3,99000000.0,0.4523809523809524,1.0,1.5,11.0,5.5,0
1336,2021-11-27,2021,11,5,1845,Bundesliga,Bochum,Freiburg,61.94,69.99,0.3035,0.4061,0.2904,27.7,51.7,0.32590026940486777,0.21784351114781217,0.20741589930984797,0.32545535757329286,25.55,50000000.0,0.32,0.3880612824239899,0.4763383514520137,0.5318707569159642,0.4922457475776374,26.1,175000000.0,0.7469135802469137,3.0,0.0,10.0,13.5,1
1337,2021-11-27,2021,11,5,1854,Serie A,Empoli,Fiorentina,51.49,67.78,0.2625,0.4752,0.2623,28.8,25.7,0.2933465201246858,0.2149168345830918,0.2504873727656696,0.24020839588706186,24.9,93000000.0,0.9583333333333334,0.480611333087,0.4260501140071874,0.4373954727891153,0.37313140186710037,26.2,229000000.0,0.07927927927927929,3.0,0.0,6.0,8.0,1
1338,2021-11-27,2021,11,5,2411,Premier League,Liverpool,Southampton,91.77,69.55,0.7952,0.0691,0.1357,64.0,18.0,0.4843391348196264,0.5949246543360351,0.7237490315287876,0.5905374489514696,27.3,867000000.0,0.09995002498750627,0.5179222960395176,0.27149327863123823,0.306473410276752,0.29888774705601684,25.5,315000000.0,0.13963963963963963,3.0,0.0,9.0,3.0,4
1339,2021-11-27,2021,11,5,1845,Bundesliga,Wolfsburg,Borussia Dortmund,71.69,79.55,0.3112,0.4379,0.2509,49.2,57.0,0.3220330717236526,0.27303732926512175,0.31870636836773486,0.432184329012336,25.3,197000000.0,0.07453416149068322,0.49731290097045355,0.48853730710583093,0.5659618118777248,0.4592448299586314,25.0,508000000.0,0.16617502458210423,0.0,4.0,7.0,8.0,-2
1340,2021-11-27,2021,11,5,1869,LaLiga,Villarreal,Barcelona,76.38,82.2,0.3271,0.4141,0.2589,40.4,73.5,0.2933426859519632,0.353635800445363,0.305031635953899,0.29673234237786195,28.5,338000000.0,0.9047619047619048,0.4897386766668217,0.6329393126723406,0.7434268187452063,0.6250177136477165,26.1,799000000.0,0.21922544951590597,0.0,4.0,10.0,4.5,-2
1341,2021-11-27,2021,11,5,1845,Bundesliga,Hertha Berlin,Augsburg,61.78,57.94,0.4414,0.2712,0.2873,34.6,42.8,0.5179309067265988,0.2987445823769484,0.33007323039537545,0.34245446773847066,25.8,105000000.0,0.051282051282051246,0.2418918487302114,0.15977101844148997,0.385355573331698,0.2993715282425395,26.6,99000000.0,0.17435897435897432,1.0,1.5,7.0,1.5,0
1342,2021-11-27,2021,11,5,2411,Premier League,Crystal Palace,Aston Villa,71.4,71.18,0.4161,0.325,0.2588,16.0,19.3,0.3726240087603184,0.30270794514893035,0.22013059223114345,0.28142184848783514,27.5,293000000.0,0.1384863123993559,0.48295549582059105,0.2641824751926173,0.31034869192029135,0.27988991288025894,27.8,464000000.0,0.1023474178403756,0.0,4.0,9.0,4.0,-1
1343,2021-11-27,2021,11,5,1854,Serie A,Sampdoria,Verona,57.98,64.31,0.3594,0.3792,0.2615,27.3,11.8,0.42565382750640296,0.10686107492937559,0.16106447441871885,0.1594609550482267,27.1,66000000.0,-0.09677419354838708,0.23366549285817073,0.18129337565008058,0.3704493492416516,0.21806732433365747,26.1,90000000.0,0.2327044025157233,3.0,0.0,4.0,4.5,2
1344,2021-11-27,2021,11,5,1869,LaLiga,Mallorca,Getafe,62.46,65.89,0.3937,0.292,0.3143,39.5,50.2,0.41350154391966526,0.2257287279210883,0.1418910205532998,0.15630831123028213,28.3,76000000.0,0.8181818181818182,0.24079430949113334,0.08989609383186653,0.11209622153232715,0.20802711369574803,27.8,137000000.0,0.6180555555555555,1.0,1.5,6.0,0.0,0
1345,2021-11-27,2021,11,5,2411,Premier League,Arsenal,Newcastle,76.37,61.87,0.5674,0.1987,0.2339,34.5,43.4,0.49512861968848015,0.5602406554334383,0.6957207854459192,0.6362304791498316,25.0,749000000.0,0.17411924119241196,0.46345068793857885,0.46683633776771627,0.6301386601133117,0.5552385257447326,28.1,447000000.0,-0.005139500734214393,3.0,0.0,10.0,3.0,2
1346,2021-11-27,2021,11,5,1869,LaLiga,Valencia,Rayo Vallecano,71.81,68.97,0.4569,0.2698,0.2733,23.2,31.5,0.3924783879445191,0.3685252096988375,0.36741628331989357,0.4096587012129206,25.1,244000000.0,0.9576719576719577,0.37354566096632214,0.29483594209079095,0.37610101465032464,0.3581046974953064,28.7,91000000.0,0.7901234567901234,1.0,1.5,6.0,4.0,0
1347,2021-11-27,2021,11,5,1854,Serie A,Juventus,Atalanta,78.51,76.8,0.4423,0.3189,0.2388,79.6,74.8,0.3985469985677185,0.31259199178214325,0.4004523985432116,0.45049788607954744,27.4,452000000.0,0.011441647597254004,0.5323458783012462,0.29744383919124157,0.34521924853250424,0.3749802005356529,26.7,327000000.0,0.0811153358681876,0.0,4.0,10.0,17.5,-1
1348,2021-11-26,2021,11,4,1843,Ligue 1,Lens,Angers,64.26,58.06,0.5283,0.211,0.2606,48.1,18.9,0.5442313826664664,0.39755958868379265,0.4482044193657494,0.4969876756873902,26.0,152000000.0,0.5555555555555555,0.38440899692527886,0.3168963501230245,0.2979260472825327,0.3041451622805403,25.1,64000000.0,0.6363636363636364,1.0,1.5,10.0,8.5,0
1349,2021-11-26,2021,11,4,1845,Bundesliga,VfB Stuttgart,Mainz,63.32,70.92,0.3563,0.3753,0.2684,34.5,27.9,0.4157751849736531,0.3804482845646766,0.5750378167113396,0.3496323985615235,23.4,124000000.0,0.5652173913043478,0.6224748819610636,0.3165888492335955,0.37683590571919795,0.3720004013233335,24.9,109000000.0,0.6228070175438596,3.0,0.0,7.0,8.0,1
1350,2021-11-22,2021,11,0,1854,Serie A,Verona,Empoli,64.21,51.58,0.5289,0.2304,0.2407,10.4,25.5,0.23366549285817073,0.18129337565008058,0.3704493492416516,0.21806732433365747,26.1,90000000.0,0.2327044025157233,0.2933465201246858,0.2149168345830918,0.2504873727656696,0.24020839588706186,24.9,93000000.0,0.9583333333333334,3.0,0.0,12.0,16.0,1
1351,2021-11-22,2021,11,0,1854,Serie A,Torino,Udinese,64.87,58.9,0.4546,0.2616,0.2838,10.9,15.5,0.39517735997569386,0.2921505953420056,0.33995982423965415,0.2924117438968824,24.7,148000000.0,0.30735930735930733,0.40997072906558546,0.28255205693004004,0.4508276051668636,0.42724932941547755,25.8,139000000.0,0.4139784946236558,3.0,0.0,7.0,7.0,1
1352,2021-11-22,2021,11,0,1869,LaLiga,Rayo Vallecano,Mallorca,68.42,63.28,0.4764,0.246,0.2776,22.0,27.9,0.37354566096632214,0.29483594209079095,0.37610101465032464,0.3581046974953064,28.7,91000000.0,0.7901234567901234,0.41350154391966526,0.2257287279210883,0.1418910205532998,0.15630831123028213,28.3,76000000.0,0.8181818181818182,3.0,0.0,13.0,3.0,2
1353,2021-11-21,2021,11,6,1843,Ligue 1,Brest,Lens,57.01,65.78,0.3193,0.4205,0.2602,22.6,54.3,0.6292330368088069,0.2099116591987636,0.21710857058199545,0.31769573667755724,25.55,50000000.0,0.32,0.5442313826664664,0.39755958868379265,0.4482044193657494,0.4969876756873902,26.0,152000000.0,0.5555555555555555,3.0,0.0,5.0,8.0,4
1354,2021-11-21,2021,11,6,1843,Ligue 1,Clermont Foot,Nice,51.71,65.99,0.2749,0.4674,0.2577,34.0,58.1,0.5130725954468759,0.23179839371893574,0.35189199279772254,0.33697614265001913,25.55,50000000.0,0.32,0.558430117145999,0.2979713106692555,0.39085560833605404,0.3329529585391269,25.5,212000000.0,0.2144702842377261,0.0,4.0,7.0,12.0,-1
1355,2021-11-21,2021,11,6,1854,Serie A,Salernitana,Sampdoria,48.34,57.58,0.3235,0.4122,0.2643,46.6,40.1,0.2851646759280199,0.241712346856432,0.32335423990912915,0.34061451373566787,26.5,95000000.0,0.47863247863247854,0.42565382750640296,0.10686107492937559,0.16106447441871885,0.1594609550482267,27.1,66000000.0,-0.09677419354838708,0.0,4.0,1.0,9.5,-2
1356,2021-11-21,2021,11,6,1845,Bundesliga,Freiburg,Eintracht Frankfurt,70.36,66.62,0.4938,0.2514,0.2548,63.0,16.6,0.3880612824239899,0.4763383514520137,0.5318707569159642,0.4922457475776374,26.1,175000000.0,0.7469135802469137,0.48547810462567464,0.43489066439465673,0.37839478201538246,0.5899697271243187,25.3,263000000.0,1.2901234567901234,0.0,4.0,9.0,5.5,-2
1357,2021-11-21,2021,11,6,2411,Premier League,Manchester City,Everton,93.57,70.29,0.8212,0.0543,0.1244,84.5,16.5,0.47240692282146024,0.6145470097116712,0.6151353228355352,0.7954896514811427,27.7,1090000000.0,0.026402640264026427,0.3697171180783264,0.20711357152192367,0.19992186558485733,0.22866011293609925,28.0,409000000.0,0.14004629629629628,3.0,0.0,7.0,5.5,3
1358,2021-11-21,2021,11,6,1869,LaLiga,Elche,Real Betis,59.79,72.04,0.3001,0.4187,0.2813,44.8,32.1,0.2668883483250256,0.12086425992226074,0.23724856433970304,0.15236160374762409,28.7,59000000.0,0.65,0.40408346846780346,0.20894537745253708,0.27526622835054976,0.31699430202783685,29.2,270000000.0,0.4166666666666667,0.0,4.0,6.0,9.5,-3
1359,2021-11-21,2021,11,6,1869,LaLiga,Getafe,Cadiz,64.19,56.21,0.4744,0.2194,0.3062,51.8,52.4,0.24079430949113334,0.08989609383186653,0.11209622153232715,0.20802711369574803,27.8,137000000.0,0.6180555555555555,0.13595753368580502,0.08119022898410443,0.18581483692860962,0.20327120468311666,25.55,50000000.0,0.32,3.0,0.0,4.0,9.5,4
1360,2021-11-21,2021,11,6,1843,Ligue 1,Strasbourg,Reims,62.85,53.17,0.5321,0.2069,0.261,24.5,30.2,0.48448863893624244,0.27018866990087714,0.26815895499099474,0.34444300806787326,26.9,99000000.0,0.5350877192982456,0.5606403688365892,0.37106465107298126,0.32729296606007247,0.30026791392030544,24.7,87000000.0,0.32575757575757575,1.0,1.5,7.0,3.0,0
1361,2021-11-21,2021,11,6,1843,Ligue 1,Angers,Lorient,57.69,50.51,0.4812,0.2408,0.278,13.0,29.7,0.38440899692527886,0.3168963501230245,0.2979260472825327,0.3041451622805403,25.1,64000000.0,0.6363636363636364,0.5108997703628354,0.40243816419695577,0.3467264539872975,0.49873518825129975,24.6,86000000.0,0.48571428571428577,3.0,0.0,4.0,4.5,1
1362,2021-11-21,2021,11,6,1869,LaLiga,Real Sociedad,Valencia,79.41,70.69,0.5615,0.1849,0.2536,69.5,29.6,0.38214521544099234,0.46954456286225865,0.4550714581210505,0.3432853440901362,25.4,385000000.0,1.046594982078853,0.3924783879445191,0.3685252096988375,0.36741628331989357,0.4096587012129206,25.1,244000000.0,0.9576719576719577,1.0,1.5,11.0,5.5,0
1363,2021-11-20,2021,11,5,1845,Bundesliga,Union Berlin,Hertha Berlin,67.97,62.74,0.479,0.2432,0.2778,30.3,19.2,0.4122507554487478,0.279322501770006,0.2627594360178607,0.4513567139522241,27.1,114000000.0,1.4761904761904763,0.5179309067265988,0.2987445823769484,0.33007323039537545,0.34245446773847066,25.8,105000000.0,0.051282051282051246,3.0,0.0,8.0,8.0,2
1364,2021-11-20,2021,11,5,2411,Premier League,Wolverhampton,West Ham,71.28,78.51,0.2841,0.4536,0.2623,12.7,59.5,0.3510389835237386,0.2314935409696638,0.265056438758603,0.23614741501315567,25.55,50000000.0,0.32,0.520929841040064,0.2748902343017158,0.35934640397903694,0.3265909816450016,28.4,459000000.0,0.07466666666666666,3.0,0.0,6.0,15.0,1
