,Date,Year,Month,Week_ofday,League_ID,League,team1,team2,spi_1,spi_2,prob_1,prob_2,prob_0,importance1,importance2,DEF_spi_x,OFF_spi_x,DETAIL_spi_x,OVRL_spi_x,Avg_Age_x,Total_marketcap_x,Value_per_year_x,DEF_spi_y,OFF_spi_y,DETAIL_spi_y,OVRL_spi_y,Avg_Age_y,Total_marketcap_y,Value_per_year_y,point_team1,point_team2,rolling5_team1,rolling5_team2,scor_diff
10,2022-10-30,2022,10,6,1843,Ligue 1,Nantes,Clermont Foot,55.35,51.68,0.4922,0.2508,0.257,39.3,30.8,0.5891191416005727,0.260967945399655,0.30476503509464287,0.3638943504884731,26.3,99000000.0,0.4523809523809524,0.5130725954468759,0.23179839371893574,0.35189199279772254,0.33697614265001913,25.55,50000000.0,0.32,1.0,1.5,8.0,7.0,0
11,2022-10-30,2022,10,6,1854,Serie A,Lazio,Salernitana,70.48,48.34,0.6764,0.1255,0.1981,53.0,29.6,0.3588763600375141,0.3354611073082299,0.27534842655194364,0.4508384094413505,27.1,256000000.0,0.37777777777777777,0.2851646759280199,0.241712346856432,0.32335423990912915,0.34061451373566787,26.5,95000000.0,0.47863247863247854,0.0,4.0,10.0,6.0,-2
12,2022-10-30,2022,10,6,1869,LaLiga,Athletic Bilbao,Villarreal,74.26,76.07,0.4099,0.3099,0.2802,55.3,63.8,0.46996196118401673,0.44099663724003346,0.4343953506864149,0.4863543259342214,27.8,224000000.0,0.588477366255144,0.2933426859519632,0.353635800445363,0.305031635953899,0.29673234237786195,28.5,338000000.0,0.9047619047619048,3.0,0.0,9.0,3.0,1
13,2022-10-30,2022,10,6,1843,Ligue 1,Lyon,Lille,73.14,71.46,0.4607,0.2929,0.2463,45.5,59.2,0.7218876018321952,0.5213702847706947,0.40973044154351584,0.4606521548034665,25.4,250000000.0,0.43119266055045874,0.48642745331300136,0.5398173256884854,0.5247995105951886,0.4988342075908221,25.5,191000000.0,0.34397163120567376,3.0,0.0,10.0,12.0,1
14,2022-10-30,2022,10,6,1869,LaLiga,Real Madrid,Girona,86.59,60.8,0.7907,0.0685,0.1407,75.2,39.4,0.4126794789184426,0.5552542809905007,0.5151130786762878,0.6431027925836549,28.1,839000000.0,0.10501567398119123,0.35642078757910395,0.3272207682481588,0.3272009767756077,0.3734439387978935,25.55,50000000.0,0.32,1.0,1.5,13.0,1.5,0
15,2022-10-30,2022,10,6,1845,Bundesliga,Schalke 04,Freiburg,55.13,72.87,0.2538,0.4929,0.2534,43.5,61.8,0.379024985290993,0.19787645141350307,0.27039366605527504,0.28250597293641244,25.55,50000000.0,0.32,0.3880612824239899,0.4763383514520137,0.5318707569159642,0.4922457475776374,26.1,175000000.0,0.7469135802469137,0.0,4.0,4.0,11.0,-2
16,2022-10-30,2022,10,6,2411,Premier League,Arsenal,Nottingham Forest,83.5,56.08,0.7537,0.0771,0.1693,62.6,49.6,0.49512861968848015,0.5602406554334383,0.6957207854459192,0.6362304791498316,25.0,749000000.0,0.17411924119241196,0.29939053254743736,0.1548640676452558,0.18797405331458086,0.21141440887652221,27.0,280000000.0,0.2156862745098039,3.0,0.0,11.0,3.0,5
17,2022-10-30,2022,10,6,1845,Bundesliga,Union Berlin,Borussia M.Gladbach,70.59,68.62,0.4619,0.2672,0.2709,67.8,43.3,0.4122507554487478,0.279322501770006,0.2627594360178607,0.4513567139522241,27.1,114000000.0,1.4761904761904763,0.28368424710246404,0.4255180847901784,0.35514515617509596,0.5082845650784993,26.1,225000000.0,0.21813725490196076,3.0,0.0,13.0,6.0,1
18,2022-10-30,2022,10,6,2411,Premier League,Manchester United,West Ham,80.47,75.02,0.5745,0.1945,0.231,71.7,15.0,0.4191478895576757,0.409137633712179,0.3537370122766578,0.36806465539202277,26.7,752000000.0,-0.052316890881913304,0.520929841040064,0.2748902343017158,0.35934640397903694,0.3265909816450016,28.4,459000000.0,0.07466666666666666,3.0,0.0,10.0,5.5,1
19,2022-10-30,2022,10,6,1854,Serie A,Spezia,Fiorentina,45.81,69.38,0.2352,0.5147,0.2501,50.9,8.6,0.21606642117784522,0.1661458315296105,0.22990070687982084,0.24308266232330766,25.55,50000000.0,0.32,0.480611333087,0.4260501140071874,0.4373954727891153,0.37313140186710037,26.2,229000000.0,0.07927927927927929,0.0,4.0,9.0,3.0,-1
20,2022-10-30,2022,10,6,1854,Serie A,Torino,AC Milan,63.81,78.65,0.2272,0.517,0.2558,13.2,52.2,0.39517735997569386,0.2921505953420056,0.33995982423965415,0.2924117438968824,24.7,148000000.0,0.30735930735930733,0.4239767720833192,0.4903193334324252,0.5849542790151442,0.5501005216580175,26.7,569000000.0,0.41633728590250324,3.0,0.0,5.0,15.0,1
21,2022-10-30,2022,10,6,1854,Serie A,Cremonese,Udinese,49.67,66.26,0.2687,0.4789,0.2524,43.8,37.2,0.4367175805867427,0.23591219903221655,0.3434748067807123,0.26836229300894315,25.7,75000000.0,0.5287356321839081,0.40997072906558546,0.28255205693004004,0.4508276051668636,0.42724932941547755,25.8,139000000.0,0.4139784946236558,1.0,1.5,1.0,13.5,0
22,2022-10-29,2022,10,5,2411,Premier League,Newcastle,Aston Villa,76.98,72.9,0.5095,0.2358,0.2547,41.3,15.4,0.46345068793857885,0.46683633776771627,0.6301386601133117,0.5552385257447326,28.1,447000000.0,-0.005139500734214393,0.48295549582059105,0.2641824751926173,0.31034869192029135,0.27988991288025894,27.8,464000000.0,0.1023474178403756,3.0,0.0,9.0,3.0,4
23,2022-10-29,2022,10,5,1845,Bundesliga,Bayern Munich,Mainz,93.17,70.05,0.7986,0.066,0.1353,59.7,55.4,0.5406368578954894,0.9268551694297676,0.7438773964295111,0.8961559721696112,26.2,920000000.0,0.34663710273466375,0.6224748819610636,0.3165888492335955,0.37683590571919795,0.3720004013233335,24.9,109000000.0,0.6228070175438596,3.0,0.0,11.0,12.0,4
24,2022-10-29,2022,10,5,2411,Premier League,Brentford,Wolverhampton,66.48,64.62,0.4563,0.2859,0.2578,30.0,47.5,0.33152804382658646,0.2554805857682774,0.4357101473674292,0.436231793758177,26.3,305000000.0,0.46719160104986884,0.3510389835237386,0.2314935409696638,0.265056438758603,0.23614741501315567,25.55,50000000.0,0.32,1.0,1.5,8.0,3.0,0
25,2022-10-29,2022,10,5,1854,Serie A,Lecce,Juventus,50.42,70.32,0.2263,0.5125,0.2612,41.1,37.3,0.4946898448470227,0.08824184555873915,0.11654951679881537,0.23670825773324203,25.55,50000000.0,0.32,0.3985469985677185,0.31259199178214325,0.4004523985432116,0.45049788607954744,27.4,452000000.0,0.011441647597254004,0.0,4.0,4.0,7.0,-1
26,2022-10-29,2022,10,5,1845,Bundesliga,Wolfsburg,Bochum,66.47,55.0,0.5447,0.2108,0.2446,27.2,47.1,0.3220330717236526,0.27303732926512175,0.31870636836773486,0.432184329012336,25.3,197000000.0,0.07453416149068322,0.32590026940486777,0.21784351114781217,0.20741589930984797,0.32545535757329286,25.55,50000000.0,0.32,3.0,0.0,7.0,0.0,4
27,2022-10-29,2022,10,5,1854,Serie A,Napoli,Sassuolo,82.66,62.1,0.7344,0.1036,0.162,84.1,11.6,0.4074873018614375,0.5950819527273211,0.8005521969046226,0.7320371474335619,26.2,539000000.0,0.20620620620620622,0.3370097368334957,0.4117616366957188,0.2998164632849803,0.2956500348030175,25.6,203000000.0,0.04681647940074907,3.0,0.0,13.0,7.0,4
28,2022-10-29,2022,10,5,1843,Ligue 1,Strasbourg,Marseille,62.55,74.37,0.2996,0.4369,0.2635,32.2,57.6,0.48448863893624244,0.27018866990087714,0.26815895499099474,0.34444300806787326,26.9,99000000.0,0.5350877192982456,0.5861730824391623,0.40345088730026674,0.4170409164234585,0.4895012966673122,25.3,244000000.0,0.21621621621621623,1.0,1.5,3.0,13.5,0
29,2022-10-29,2022,10,5,2411,Premier League,Brighton,Chelsea,77.49,83.75,0.3182,0.4208,0.2609,37.5,73.4,0.5257685188504323,0.5118643275253537,0.455386871631465,0.46921622069536023,25.6,313000000.0,0.5660919540229884,0.5010387646401886,0.2703261425203325,0.2603211216064911,0.33161277103696746,27.2,846000000.0,0.039189784236019376,3.0,0.0,6.0,11.0,3
30,2022-10-29,2022,10,5,1845,Bundesliga,Eintracht Frankfurt,Borussia Dortmund,72.81,80.2,0.3574,0.3833,0.2594,73.7,70.1,0.48547810462567464,0.43489066439465673,0.37839478201538246,0.5899697271243187,25.3,263000000.0,1.2901234567901234,0.49731290097045355,0.48853730710583093,0.5659618118777248,0.4592448299586314,25.0,508000000.0,0.16617502458210423,0.0,4.0,9.0,8.0,-1
31,2022-10-29,2022,10,5,2411,Premier League,Bournemouth,Tottenham,55.35,79.92,0.1727,0.6121,0.2152,46.6,59.6,0.25451303836398026,0.1399420322028227,0.06703334029981409,0.33700107661160483,26.7,179000000.0,0.044303797468354444,0.3759222126425954,0.5118378247418678,0.6588708222692203,0.5826125612323547,25.55,50000000.0,0.32,0.0,4.0,6.0,7.0,-1
32,2022-10-29,2022,10,5,1843,Ligue 1,Paris Saint-Germain,Troyes,89.15,52.56,0.8715,0.0388,0.0896,42.4,35.3,0.4329970722216538,0.774828502540733,0.3356689125085822,0.7559182053646931,25.9,889000000.0,0.07260273972602738,0.5271454476320957,0.4494293287195888,0.4192808362418914,0.479958111704982,25.6,68000000.0,0.6111111111111112,3.0,0.0,13.0,8.0,1
33,2022-10-29,2022,10,5,2411,Premier League,Leicester,Manchester City,67.99,92.91,0.1117,0.7293,0.159,25.6,69.4,0.4518362459363439,0.30635685791099376,0.26713568263269505,0.4771595024032838,27.9,428000000.0,0.05860805860805862,0.47240692282146024,0.6145470097116712,0.6151353228355352,0.7954896514811427,27.7,1090000000.0,0.026402640264026427,0.0,4.0,5.0,8.5,-1
34,2022-10-29,2022,10,5,2411,Premier League,Fulham,Everton,60.57,64.69,0.4024,0.3402,0.2574,23.7,32.2,0.3216415491784744,0.29840747905591236,0.3676529877593402,0.4187825340653522,28.2,240000000.0,0.2681704260651629,0.3697171180783264,0.20711357152192367,0.19992186558485733,0.22866011293609925,28.0,409000000.0,0.14004629629629628,1.0,1.5,8.0,7.0,0
35,2022-10-29,2022,10,5,2411,Premier League,Crystal Palace,Southampton,68.49,62.31,0.4787,0.2596,0.2617,24.2,37.3,0.3726240087603184,0.30270794514893035,0.22013059223114345,0.28142184848783514,27.5,293000000.0,0.1384863123993559,0.5179222960395176,0.27149327863123823,0.306473410276752,0.29888774705601684,25.5,315000000.0,0.13963963963963963,3.0,0.0,8.0,8.0,1
36,2022-10-29,2022,10,5,1845,Bundesliga,RB Leipzig,Bayer Leverkusen,77.65,71.05,0.5753,0.2085,0.2162,67.9,19.5,0.4799694257488928,0.4969686080898346,0.5049892039513518,0.574922998724844,25.8,480000000.0,0.2916666666666667,0.3913257837154841,0.39841580777574664,0.2897130914772995,0.4575995258879012,25.0,417000000.0,0.23633879781420766,3.0,0.0,15.0,5.5,2
37,2022-10-29,2022,10,5,1845,Bundesliga,VfB Stuttgart,Augsburg,64.31,58.21,0.521,0.2323,0.2466,43.6,32.2,0.4157751849736531,0.3804482845646766,0.5750378167113396,0.3496323985615235,23.4,124000000.0,0.5652173913043478,0.2418918487302114,0.15977101844148997,0.385355573331698,0.2993715282425395,26.6,99000000.0,0.17435897435897432,3.0,0.0,4.0,12.0,1
38,2022-10-29,2022,10,5,1869,LaLiga,Cadiz,Atletico Madrid,52.93,77.62,0.1859,0.564,0.2501,44.2,65.3,0.13595753368580502,0.08119022898410443,0.18581483692860962,0.20327120468311666,25.55,50000000.0,0.32,0.45765399072208024,0.43780253309457223,0.380322167462007,0.3685654914324563,28.5,520000000.0,-0.0038022813688212884,3.0,0.0,3.0,17.5,1
39,2022-10-29,2022,10,5,1869,LaLiga,Valencia,Barcelona,69.81,88.29,0.1922,0.583,0.2248,26.3,62.0,0.3924783879445191,0.3685252096988375,0.36741628331989357,0.4096587012129206,25.1,244000000.0,0.9576719576719577,0.4897386766668217,0.6329393126723406,0.7434268187452063,0.6250177136477165,26.1,799000000.0,0.21922544951590597,0.0,4.0,7.0,16.0,-1
40,2022-10-29,2022,10,5,1869,LaLiga,Sevilla,Rayo Vallecano,67.56,66.36,0.4482,0.2709,0.281,21.6,21.2,0.2742198221211519,0.19455644281547058,0.34092326976314735,0.19606394758873502,28.8,225000000.0,0.1325051759834369,0.37354566096632214,0.29483594209079095,0.37610101465032464,0.3581046974953064,28.7,91000000.0,0.7901234567901234,0.0,4.0,3.0,5.5,-1
41,2022-10-29,2022,10,5,1869,LaLiga,Almeria,Celta Vigo,57.72,68.85,0.3532,0.3613,0.2855,43.6,19.7,0.29157344260229573,0.2577386939954682,0.22626920673170975,0.24928955684657494,25.9,90000000.0,0.2435897435897436,0.4697901101600169,0.23639822590019446,0.24972891735328506,0.28665761235067017,26.6,124000000.0,0.32275132275132273,3.0,0.0,9.0,4.0,2
42,2022-10-28,2022,10,4,1845,Bundesliga,Werder Bremen,Hertha Berlin,64.01,62.51,0.4544,0.2758,0.2699,19.1,29.9,0.44437953749332204,0.333962741527935,0.2697785895379649,0.4548819875607483,25.0,69000000.0,0.4333333333333333,0.5179309067265988,0.2987445823769484,0.33007323039537545,0.34245446773847066,25.8,105000000.0,0.051282051282051246,3.0,0.0,4.0,5.5,1
43,2022-10-28,2022,10,4,1869,LaLiga,Mallorca,Espanyol,63.81,61.56,0.4421,0.2688,0.289,27.8,34.1,0.41350154391966526,0.2257287279210883,0.1418910205532998,0.15630831123028213,28.3,76000000.0,0.8181818181818182,0.4804356970746437,0.2034067506891809,0.2884988855692911,0.32222888274564565,26.2,90000000.0,0.5757575757575757,1.0,1.5,4.0,7.0,0
44,2022-10-28,2022,10,4,1843,Ligue 1,Lens,Toulouse,69.5,54.87,0.6374,0.145,0.2175,64.9,23.5,0.5442313826664664,0.39755958868379265,0.4482044193657494,0.4969876756873902,26.0,152000000.0,0.5555555555555555,0.48487970834635635,0.3391704255061861,0.4724343258072168,0.4055090199740369,24.6,59000000.0,0.7592592592592592,3.0,0.0,15.0,5.5,3
45,2022-10-24,2022,10,0,1869,LaLiga,Celta Vigo,Getafe,68.86,62.27,0.4988,0.211,0.2902,19.7,32.2,0.4697901101600169,0.23639822590019446,0.24972891735328506,0.28665761235067017,26.6,124000000.0,0.32275132275132273,0.24079430949113334,0.08989609383186653,0.11209622153232715,0.20802711369574803,27.8,137000000.0,0.6180555555555555,1.0,1.5,7.0,5.5,0
